comparison,record_id,status,recreated_length,opengenome_length,sequences_match,note
recreated_vs_opengenome,NW_011887518.1:0-44434,shared_id_matching_sequence,44434,44434,True,
recreated_vs_opengenome,NW_011887520.1:0-91153,shared_id_matching_sequence,91153,91153,True,
recreated_vs_opengenome,NW_011887521.1:0-75143,shared_id_matching_sequence,75143,75143,True,
recreated_vs_opengenome,NW_011887522.1:0-19801,shared_id_matching_sequence,19801,19801,True,
recreated_vs_opengenome,NW_011887523.1:0-95840,shared_id_matching_sequence,95840,95840,True,
recreated_vs_opengenome,NW_011887524.1:0-94428,shared_id_matching_sequence,94428,94428,True,
recreated_vs_opengenome,NW_011887526.1:0-22960,shared_id_matching_sequence,22960,22960,True,
recreated_vs_opengenome,NW_011887528.1:0-76467,shared_id_matching_sequence,76467,76467,True,
recreated_vs_opengenome,NW_011887529.1:0-93191,shared_id_matching_sequence,93191,93191,True,
recreated_vs_opengenome,NW_011887530.1:0-11764,shared_id_matching_sequence,11764,11764,True,
recreated_vs_opengenome,NW_011887531.1:0-11986,shared_id_matching_sequence,11986,11986,True,
recreated_vs_opengenome,NW_011887532.1:0-93968,shared_id_matching_sequence,93968,93968,True,
recreated_vs_opengenome,NW_011887533.1:0-111440,shared_id_matching_sequence,111440,111440,True,
recreated_vs_opengenome,NW_011887534.1:0-90283,shared_id_matching_sequence,90283,90283,True,
recreated_vs_opengenome,NW_011887536.1:0-21034,shared_id_matching_sequence,21034,21034,True,
recreated_vs_opengenome,NW_011887537.1:0-83015,shared_id_matching_sequence,83015,83015,True,
recreated_vs_opengenome,NW_011887539.1:0-28821,shared_id_matching_sequence,28821,28821,True,
recreated_vs_opengenome,NW_011887540.1:0-114742,shared_id_matching_sequence,114742,114742,True,
recreated_vs_opengenome,NW_011887542.1:0-111266,shared_id_matching_sequence,111266,111266,True,
recreated_vs_opengenome,NW_011887543.1:0-72388,shared_id_matching_sequence,72388,72388,True,
recreated_vs_opengenome,NW_011887544.1:0-45523,shared_id_matching_sequence,45523,45523,True,
recreated_vs_opengenome,NW_011887545.1:0-118695,shared_id_matching_sequence,118695,118695,True,
recreated_vs_opengenome,NW_011887546.1:0-29521,shared_id_matching_sequence,29521,29521,True,
recreated_vs_opengenome,NW_011887547.1:0-56942,shared_id_matching_sequence,56942,56942,True,
recreated_vs_opengenome,NW_011887549.1:0-23145,shared_id_matching_sequence,23145,23145,True,
recreated_vs_opengenome,NW_011887552.1:0-73727,shared_id_matching_sequence,73727,73727,True,
recreated_vs_opengenome,NW_011887553.1:0-50636,shared_id_matching_sequence,50636,50636,True,
recreated_vs_opengenome,NW_011887554.1:0-74118,shared_id_matching_sequence,74118,74118,True,
recreated_vs_opengenome,NW_011887555.1:0-54468,shared_id_matching_sequence,54468,54468,True,
recreated_vs_opengenome,NW_011887556.1:0-61334,shared_id_matching_sequence,61334,61334,True,
recreated_vs_opengenome,NW_011887557.1:0-54856,shared_id_matching_sequence,54856,54856,True,
recreated_vs_opengenome,NW_011887559.1:0-10878,shared_id_matching_sequence,10878,10878,True,
recreated_vs_opengenome,NW_011887560.1:0-130276,shared_id_matching_sequence,130276,130276,True,
recreated_vs_opengenome,NW_011887561.1:0-132987,shared_id_matching_sequence,132987,132987,True,
recreated_vs_opengenome,NW_011887562.1:0-135595,shared_id_matching_sequence,135595,135595,True,
recreated_vs_opengenome,NW_011887563.1:0-48641,shared_id_matching_sequence,48641,48641,True,
recreated_vs_opengenome,NW_011887569.1:0-17811,shared_id_matching_sequence,17811,17811,True,
recreated_vs_opengenome,NW_011887571.1:0-17433,shared_id_matching_sequence,17433,17433,True,
recreated_vs_opengenome,NW_011887572.1:0-26108,shared_id_matching_sequence,26108,26108,True,
recreated_vs_opengenome,NW_011887576.1:0-98237,shared_id_matching_sequence,98237,98237,True,
recreated_vs_opengenome,NW_011887577.1:0-29852,shared_id_matching_sequence,29852,29852,True,
recreated_vs_opengenome,NW_011887580.1:0-10986,shared_id_matching_sequence,10986,10986,True,
recreated_vs_opengenome,NW_011887581.1:0-20742,shared_id_matching_sequence,20742,20742,True,
recreated_vs_opengenome,NW_011887582.1:0-88504,shared_id_matching_sequence,88504,88504,True,
recreated_vs_opengenome,NW_011887583.1:0-12797,shared_id_matching_sequence,12797,12797,True,
recreated_vs_opengenome,NW_011887584.1:0-107210,shared_id_matching_sequence,107210,107210,True,
recreated_vs_opengenome,NW_011887586.1:0-29656,shared_id_matching_sequence,29656,29656,True,
recreated_vs_opengenome,NW_011887587.1:0-144081,shared_id_matching_sequence,144081,144081,True,
recreated_vs_opengenome,NW_011887588.1:0-95114,shared_id_matching_sequence,95114,95114,True,
recreated_vs_opengenome,NW_011887589.1:0-26094,shared_id_matching_sequence,26094,26094,True,
recreated_vs_opengenome,NW_011887590.1:0-22914,shared_id_matching_sequence,22914,22914,True,
recreated_vs_opengenome,NW_011887591.1:0-12640,shared_id_matching_sequence,12640,12640,True,
recreated_vs_opengenome,NW_011887592.1:0-116908,shared_id_matching_sequence,116908,116908,True,
recreated_vs_opengenome,NW_011887594.1:0-12738,shared_id_matching_sequence,12738,12738,True,
recreated_vs_opengenome,NW_011887596.1:0-23070,shared_id_matching_sequence,23070,23070,True,
recreated_vs_opengenome,NW_011887597.1:0-62361,shared_id_matching_sequence,62361,62361,True,
recreated_vs_opengenome,NW_011887599.1:0-37953,shared_id_matching_sequence,37953,37953,True,
recreated_vs_opengenome,NW_011887600.1:0-18683,shared_id_matching_sequence,18683,18683,True,
recreated_vs_opengenome,NW_011887602.1:0-27265,shared_id_matching_sequence,27265,27265,True,
recreated_vs_opengenome,NW_011887604.1:0-15464,shared_id_matching_sequence,15464,15464,True,
recreated_vs_opengenome,NW_011887610.1:0-97923,shared_id_matching_sequence,97923,97923,True,
recreated_vs_opengenome,NW_011887611.1:0-41605,shared_id_matching_sequence,41605,41605,True,
recreated_vs_opengenome,NW_011887613.1:0-88401,shared_id_matching_sequence,88401,88401,True,
recreated_vs_opengenome,NW_011887615.1:0-21472,shared_id_matching_sequence,21472,21472,True,
recreated_vs_opengenome,NW_011887617.1:0-153014,shared_id_matching_sequence,153014,153014,True,
recreated_vs_opengenome,NW_011887620.1:0-127272,shared_id_matching_sequence,127272,127272,True,
recreated_vs_opengenome,NW_011887624.1:0-98463,shared_id_matching_sequence,98463,98463,True,
recreated_vs_opengenome,NW_011887628.1:0-53399,shared_id_matching_sequence,53399,53399,True,
recreated_vs_opengenome,NW_011887629.1:0-101012,shared_id_matching_sequence,101012,101012,True,
recreated_vs_opengenome,NW_011887631.1:0-52729,shared_id_matching_sequence,52729,52729,True,
recreated_vs_opengenome,NW_011887632.1:0-152691,shared_id_matching_sequence,152691,152691,True,
recreated_vs_opengenome,NW_011887633.1:0-12544,shared_id_matching_sequence,12544,12544,True,
recreated_vs_opengenome,NW_011887636.1:0-28115,shared_id_matching_sequence,28115,28115,True,
recreated_vs_opengenome,NW_011887637.1:0-27409,shared_id_matching_sequence,27409,27409,True,
recreated_vs_opengenome,NW_011887639.1:0-76101,shared_id_matching_sequence,76101,76101,True,
recreated_vs_opengenome,NW_011887640.1:0-18929,shared_id_matching_sequence,18929,18929,True,
recreated_vs_opengenome,NW_011887642.1:0-35689,shared_id_matching_sequence,35689,35689,True,
recreated_vs_opengenome,NW_011887643.1:0-137705,shared_id_matching_sequence,137705,137705,True,
recreated_vs_opengenome,NW_011887644.1:0-37381,shared_id_matching_sequence,37381,37381,True,
recreated_vs_opengenome,NW_011887648.1:0-64791,shared_id_matching_sequence,64791,64791,True,
recreated_vs_opengenome,NW_011887649.1:0-58465,shared_id_matching_sequence,58465,58465,True,
recreated_vs_opengenome,NW_011887650.1:0-119121,shared_id_matching_sequence,119121,119121,True,
recreated_vs_opengenome,NW_011887651.1:0-62178,shared_id_matching_sequence,62178,62178,True,
recreated_vs_opengenome,NW_011887652.1:0-184736,shared_id_matching_sequence,184736,184736,True,
recreated_vs_opengenome,NW_011887653.1:0-32384,shared_id_matching_sequence,32384,32384,True,
recreated_vs_opengenome,NW_011887654.1:0-44186,shared_id_matching_sequence,44186,44186,True,
recreated_vs_opengenome,NW_011887655.1:0-108631,shared_id_matching_sequence,108631,108631,True,
recreated_vs_opengenome,NW_011887656.1:0-41428,shared_id_matching_sequence,41428,41428,True,
recreated_vs_opengenome,NW_011887657.1:0-98954,shared_id_matching_sequence,98954,98954,True,
recreated_vs_opengenome,NW_011887658.1:0-42476,shared_id_matching_sequence,42476,42476,True,
recreated_vs_opengenome,NW_011887660.1:0-120623,shared_id_matching_sequence,120623,120623,True,
recreated_vs_opengenome,NW_011887662.1:0-66033,shared_id_matching_sequence,66033,66033,True,
recreated_vs_opengenome,NW_011887663.1:0-11993,shared_id_matching_sequence,11993,11993,True,
recreated_vs_opengenome,NW_011887664.1:0-205917,shared_id_matching_sequence,205917,205917,True,
recreated_vs_opengenome,NW_011887665.1:0-120533,shared_id_matching_sequence,120533,120533,True,
recreated_vs_opengenome,NW_011887666.1:0-72889,shared_id_matching_sequence,72889,72889,True,
recreated_vs_opengenome,NW_011887667.1:0-16354,shared_id_matching_sequence,16354,16354,True,
recreated_vs_opengenome,NW_011887668.1:0-31526,shared_id_matching_sequence,31526,31526,True,
recreated_vs_opengenome,NW_011887669.1:0-14393,shared_id_matching_sequence,14393,14393,True,
recreated_vs_opengenome,NW_011887670.1:0-162786,shared_id_matching_sequence,162786,162786,True,
recreated_vs_opengenome,NW_011887672.1:0-210129,shared_id_matching_sequence,210129,210129,True,
recreated_vs_opengenome,NW_011887675.1:0-94169,shared_id_matching_sequence,94169,94169,True,
recreated_vs_opengenome,NW_011887679.1:0-73619,shared_id_matching_sequence,73619,73619,True,
recreated_vs_opengenome,NW_011887680.1:0-40723,shared_id_matching_sequence,40723,40723,True,
recreated_vs_opengenome,NW_011887682.1:0-82055,shared_id_matching_sequence,82055,82055,True,
recreated_vs_opengenome,NW_011887683.1:0-143039,shared_id_matching_sequence,143039,143039,True,
recreated_vs_opengenome,NW_011887685.1:0-11569,shared_id_matching_sequence,11569,11569,True,
recreated_vs_opengenome,NW_011887686.1:0-134727,shared_id_matching_sequence,134727,134727,True,
recreated_vs_opengenome,NW_011887687.1:0-21704,shared_id_matching_sequence,21704,21704,True,
recreated_vs_opengenome,NW_011887688.1:0-63000,shared_id_matching_sequence,63000,63000,True,
recreated_vs_opengenome,NW_011887689.1:0-175479,shared_id_matching_sequence,175479,175479,True,
recreated_vs_opengenome,NW_011887690.1:0-70116,shared_id_matching_sequence,70116,70116,True,
recreated_vs_opengenome,NW_011887691.1:0-246060,shared_id_matching_sequence,246060,246060,True,
recreated_vs_opengenome,NW_011887692.1:0-107793,shared_id_matching_sequence,107793,107793,True,
recreated_vs_opengenome,NW_011887693.1:0-138913,shared_id_matching_sequence,138913,138913,True,
recreated_vs_opengenome,NW_011887695.1:0-21619,shared_id_matching_sequence,21619,21619,True,
recreated_vs_opengenome,NW_011887696.1:0-32781,shared_id_matching_sequence,32781,32781,True,
recreated_vs_opengenome,NW_011887697.1:0-151724,shared_id_matching_sequence,151724,151724,True,
recreated_vs_opengenome,NW_011887699.1:0-31717,shared_id_matching_sequence,31717,31717,True,
recreated_vs_opengenome,NW_011887700.1:0-255692,shared_id_matching_sequence,255692,255692,True,
recreated_vs_opengenome,NW_011887701.1:0-266662,shared_id_matching_sequence,266662,266662,True,
recreated_vs_opengenome,NW_011887702.1:0-51928,shared_id_matching_sequence,51928,51928,True,
recreated_vs_opengenome,NW_011887703.1:0-21222,shared_id_matching_sequence,21222,21222,True,
recreated_vs_opengenome,NW_011887704.1:0-42847,shared_id_matching_sequence,42847,42847,True,
recreated_vs_opengenome,NW_011887706.1:0-106725,shared_id_matching_sequence,106725,106725,True,
recreated_vs_opengenome,NW_011887707.1:0-41276,shared_id_matching_sequence,41276,41276,True,
recreated_vs_opengenome,NW_011887708.1:0-57811,shared_id_matching_sequence,57811,57811,True,
recreated_vs_opengenome,NW_011887709.1:0-52040,shared_id_matching_sequence,52040,52040,True,
recreated_vs_opengenome,NW_011887710.1:0-161178,shared_id_matching_sequence,161178,161178,True,
recreated_vs_opengenome,NW_011887711.1:0-276273,shared_id_matching_sequence,276273,276273,True,
recreated_vs_opengenome,NW_011887712.1:0-137202,shared_id_matching_sequence,137202,137202,True,
recreated_vs_opengenome,NW_011887713.1:0-143355,shared_id_matching_sequence,143355,143355,True,
recreated_vs_opengenome,NW_011887714.1:0-90596,shared_id_matching_sequence,90596,90596,True,
recreated_vs_opengenome,NW_011887715.1:0-143233,shared_id_matching_sequence,143233,143233,True,
recreated_vs_opengenome,NW_011887718.1:0-59958,shared_id_matching_sequence,59958,59958,True,
recreated_vs_opengenome,NW_011887719.1:0-31598,shared_id_matching_sequence,31598,31598,True,
recreated_vs_opengenome,NW_011887720.1:0-275131,shared_id_matching_sequence,275131,275131,True,
recreated_vs_opengenome,NW_011887721.1:0-29803,shared_id_matching_sequence,29803,29803,True,
recreated_vs_opengenome,NW_011887723.1:0-155427,shared_id_matching_sequence,155427,155427,True,
recreated_vs_opengenome,NW_011887725.1:0-68128,shared_id_matching_sequence,68128,68128,True,
recreated_vs_opengenome,NW_011887726.1:0-52498,shared_id_matching_sequence,52498,52498,True,
recreated_vs_opengenome,NW_011887727.1:0-243019,shared_id_matching_sequence,243019,243019,True,
recreated_vs_opengenome,NW_011887728.1:0-32748,only_in_recreated,32748,,,missing from OpenGenome/Evo2
recreated_vs_opengenome,NW_011887728.1:0-83902,only_in_opengenome,,83902,,missing from recreated
recreated_vs_opengenome,NW_011887728.1:32749-83902,only_in_recreated,51153,,,missing from OpenGenome/Evo2
recreated_vs_opengenome,NW_011887729.1:0-340075,shared_id_matching_sequence,340075,340075,True,
recreated_vs_opengenome,NW_011887732.1:0-76264,shared_id_matching_sequence,76264,76264,True,
recreated_vs_opengenome,NW_011887733.1:0-257589,shared_id_matching_sequence,257589,257589,True,
recreated_vs_opengenome,NW_011887734.1:0-125784,shared_id_matching_sequence,125784,125784,True,
recreated_vs_opengenome,NW_011887735.1:0-110357,shared_id_matching_sequence,110357,110357,True,
recreated_vs_opengenome,NW_011887736.1:0-10035,shared_id_matching_sequence,10035,10035,True,
recreated_vs_opengenome,NW_011887737.1:0-155336,shared_id_matching_sequence,155336,155336,True,
recreated_vs_opengenome,NW_011887738.1:0-90937,shared_id_matching_sequence,90937,90937,True,
recreated_vs_opengenome,NW_011887739.1:0-334480,shared_id_matching_sequence,334480,334480,True,
