comparison,record_id,status,left_name,left_length,right_name,right_length,sequences_match,note
john_vs_opengenome,JBBPTL010000061.1:0-27685,only_in_john,john,27685,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000062.1:0-27173,shared_id_matching_sequence,john,27173,opengenome,27173,True,
john_vs_opengenome,JBBPTL010000063.1:0-27140,only_in_john,john,27140,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000064.1:0-27109,shared_id_matching_sequence,john,27109,opengenome,27109,True,
john_vs_opengenome,JBBPTL010000065.1:0-27021,shared_id_matching_sequence,john,27021,opengenome,27021,True,
john_vs_opengenome,JBBPTL010000066.1:0-26915,shared_id_matching_sequence,john,26915,opengenome,26915,True,
john_vs_opengenome,JBBPTL010000067.1:0-10475,only_in_opengenome,john,,opengenome,10475,,missing from john
john_vs_opengenome,JBBPTL010000067.1:0-26909,only_in_john,john,26909,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000068.1:0-26833,shared_id_matching_sequence,john,26833,opengenome,26833,True,
john_vs_opengenome,JBBPTL010000069.1:0-26509,shared_id_matching_sequence,john,26509,opengenome,26509,True,
john_vs_opengenome,JBBPTL010000070.1:0-26378,only_in_john,john,26378,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000070.1:6068-21120,only_in_opengenome,john,,opengenome,15052,,missing from john
john_vs_opengenome,JBBPTL010000071.1:0-21072,only_in_opengenome,john,,opengenome,21072,,missing from john
john_vs_opengenome,JBBPTL010000071.1:0-26352,only_in_john,john,26352,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000072.1:0-26332,shared_id_matching_sequence,john,26332,opengenome,26332,True,
john_vs_opengenome,JBBPTL010000073.1:0-26222,shared_id_matching_sequence,john,26222,opengenome,26222,True,
john_vs_opengenome,JBBPTL010000074.1:0-26191,only_in_john,john,26191,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000075.1:0-26181,shared_id_matching_sequence,john,26181,opengenome,26181,True,
john_vs_opengenome,JBBPTL010000076.1:0-26119,only_in_john,john,26119,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000077.1:0-26109,only_in_john,john,26109,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000078.1:0-26047,only_in_john,john,26047,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000078.1:8913-26047,only_in_opengenome,john,,opengenome,17134,,missing from john
john_vs_opengenome,JBBPTL010000079.1:0-25949,shared_id_matching_sequence,john,25949,opengenome,25949,True,
john_vs_opengenome,JBBPTL010000080.1:0-25844,only_in_john,john,25844,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000081.1:0-25802,only_in_john,john,25802,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000081.1:7301-23363,only_in_opengenome,john,,opengenome,16062,,missing from john
john_vs_opengenome,JBBPTL010000082.1:0-25581,shared_id_matching_sequence,john,25581,opengenome,25581,True,
john_vs_opengenome,JBBPTL010000083.1:0-25053,only_in_john,john,25053,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000084.1:0-24760,only_in_john,john,24760,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000085.1:0-24589,only_in_john,john,24589,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000086.1:0-24425,only_in_john,john,24425,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000087.1:0-23754,only_in_john,john,23754,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000088.1:0-23736,shared_id_matching_sequence,john,23736,opengenome,23736,True,
john_vs_opengenome,JBBPTL010000089.1:0-23636,only_in_john,john,23636,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000090.1:0-23512,only_in_john,john,23512,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000091.1:0-23197,only_in_john,john,23197,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000092.1:0-23171,shared_id_matching_sequence,john,23171,opengenome,23171,True,
john_vs_opengenome,JBBPTL010000093.1:0-23069,shared_id_matching_sequence,john,23069,opengenome,23069,True,
john_vs_opengenome,JBBPTL010000094.1:0-23050,only_in_john,john,23050,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000095.1:0-23010,only_in_john,john,23010,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000095.1:6193-23010,only_in_opengenome,john,,opengenome,16817,,missing from john
john_vs_opengenome,JBBPTL010000096.1:0-22956,only_in_john,john,22956,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000097.1:0-22830,shared_id_matching_sequence,john,22830,opengenome,22830,True,
john_vs_opengenome,JBBPTL010000098.1:0-22742,only_in_john,john,22742,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000099.1:0-22714,only_in_john,john,22714,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000099.1:3216-17569,only_in_opengenome,john,,opengenome,14353,,missing from john
john_vs_opengenome,JBBPTL010000100.1:0-15427,only_in_opengenome,john,,opengenome,15427,,missing from john
john_vs_opengenome,JBBPTL010000100.1:0-22520,only_in_john,john,22520,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000101.1:0-22373,only_in_john,john,22373,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000101.1:9733-22373,only_in_opengenome,john,,opengenome,12640,,missing from john
john_vs_opengenome,JBBPTL010000102.1:0-22326,shared_id_matching_sequence,john,22326,opengenome,22326,True,
john_vs_opengenome,JBBPTL010000103.1:0-22263,shared_id_matching_sequence,john,22263,opengenome,22263,True,
john_vs_opengenome,JBBPTL010000104.1:0-22158,shared_id_matching_sequence,john,22158,opengenome,22158,True,
john_vs_opengenome,JBBPTL010000105.1:0-22102,shared_id_matching_sequence,john,22102,opengenome,22102,True,
john_vs_opengenome,JBBPTL010000106.1:0-22056,shared_id_matching_sequence,john,22056,opengenome,22056,True,
john_vs_opengenome,JBBPTL010000107.1:0-22012,only_in_john,john,22012,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000108.1:0-21914,only_in_john,john,21914,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000109.1:0-21636,only_in_john,john,21636,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000110.1:0-21607,shared_id_matching_sequence,john,21607,opengenome,21607,True,
john_vs_opengenome,JBBPTL010000111.1:0-21582,only_in_john,john,21582,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000112.1:0-21531,only_in_john,john,21531,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000113.1:0-21521,only_in_john,john,21521,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000114.1:0-21503,shared_id_matching_sequence,john,21503,opengenome,21503,True,
john_vs_opengenome,JBBPTL010000115.1:0-21408,only_in_john,john,21408,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000116.1:0-21405,shared_id_matching_sequence,john,21405,opengenome,21405,True,
john_vs_opengenome,JBBPTL010000117.1:0-21339,only_in_john,john,21339,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000118.1:0-21337,shared_id_matching_sequence,john,21337,opengenome,21337,True,
john_vs_opengenome,JBBPTL010000119.1:0-21330,only_in_john,john,21330,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000119.1:7523-21330,only_in_opengenome,john,,opengenome,13807,,missing from john
john_vs_opengenome,JBBPTL010000120.1:0-21181,only_in_john,john,21181,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000121.1:0-21089,shared_id_matching_sequence,john,21089,opengenome,21089,True,
john_vs_opengenome,JBBPTL010000122.1:0-21014,shared_id_matching_sequence,john,21014,opengenome,21014,True,
john_vs_opengenome,JBBPTL010000123.1:0-20905,only_in_john,john,20905,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000124.1:0-20868,only_in_john,john,20868,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000124.1:1238-20868,only_in_opengenome,john,,opengenome,19630,,missing from john
john_vs_opengenome,JBBPTL010000125.1:0-20860,shared_id_matching_sequence,john,20860,opengenome,20860,True,
john_vs_opengenome,JBBPTL010000126.1:0-20737,only_in_john,john,20737,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000127.1:0-20689,shared_id_matching_sequence,john,20689,opengenome,20689,True,
john_vs_opengenome,JBBPTL010000128.1:0-20595,shared_id_matching_sequence,john,20595,opengenome,20595,True,
john_vs_opengenome,JBBPTL010000129.1:0-20588,only_in_john,john,20588,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000130.1:0-20588,shared_id_matching_sequence,john,20588,opengenome,20588,True,
john_vs_opengenome,JBBPTL010000131.1:0-20549,shared_id_matching_sequence,john,20549,opengenome,20549,True,
john_vs_opengenome,JBBPTL010000132.1:0-20427,shared_id_matching_sequence,john,20427,opengenome,20427,True,
john_vs_opengenome,JBBPTL010000133.1:0-20415,only_in_john,john,20415,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000134.1:0-20405,shared_id_matching_sequence,john,20405,opengenome,20405,True,
john_vs_opengenome,JBBPTL010000135.1:0-20360,shared_id_matching_sequence,john,20360,opengenome,20360,True,
john_vs_opengenome,JBBPTL010000136.1:0-20220,shared_id_matching_sequence,john,20220,opengenome,20220,True,
john_vs_opengenome,JBBPTL010000137.1:0-20085,shared_id_matching_sequence,john,20085,opengenome,20085,True,
john_vs_opengenome,JBBPTL010000138.1:0-20070,only_in_john,john,20070,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000139.1:0-19969,only_in_john,john,19969,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000140.1:0-19948,only_in_john,john,19948,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000141.1:0-19897,shared_id_matching_sequence,john,19897,opengenome,19897,True,
john_vs_opengenome,JBBPTL010000142.1:0-19896,only_in_john,john,19896,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000143.1:0-19872,only_in_john,john,19872,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000144.1:0-19843,shared_id_matching_sequence,john,19843,opengenome,19843,True,
john_vs_opengenome,JBBPTL010000145.1:0-19803,shared_id_matching_sequence,john,19803,opengenome,19803,True,
john_vs_opengenome,JBBPTL010000146.1:0-10473,only_in_opengenome,john,,opengenome,10473,,missing from john
john_vs_opengenome,JBBPTL010000146.1:0-19782,only_in_john,john,19782,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000147.1:0-19703,shared_id_matching_sequence,john,19703,opengenome,19703,True,
john_vs_opengenome,JBBPTL010000148.1:0-19694,shared_id_matching_sequence,john,19694,opengenome,19694,True,
john_vs_opengenome,JBBPTL010000149.1:0-19656,shared_id_matching_sequence,john,19656,opengenome,19656,True,
john_vs_opengenome,JBBPTL010000150.1:0-19650,shared_id_matching_sequence,john,19650,opengenome,19650,True,
john_vs_opengenome,JBBPTL010000151.1:0-19584,only_in_john,john,19584,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000152.1:0-19450,shared_id_matching_sequence,john,19450,opengenome,19450,True,
john_vs_opengenome,JBBPTL010000153.1:0-19397,shared_id_matching_sequence,john,19397,opengenome,19397,True,
john_vs_opengenome,JBBPTL010000154.1:0-19297,only_in_john,john,19297,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000155.1:0-19204,shared_id_matching_sequence,john,19204,opengenome,19204,True,
john_vs_opengenome,JBBPTL010000156.1:0-19043,shared_id_matching_sequence,john,19043,opengenome,19043,True,
john_vs_opengenome,JBBPTL010000157.1:0-18950,only_in_john,john,18950,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000158.1:0-18950,only_in_john,john,18950,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000159.1:0-18926,only_in_john,john,18926,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000160.1:0-18787,shared_id_matching_sequence,john,18787,opengenome,18787,True,
john_vs_opengenome,JBBPTL010000161.1:0-18782,only_in_john,john,18782,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000162.1:0-18775,shared_id_matching_sequence,john,18775,opengenome,18775,True,
john_vs_opengenome,JBBPTL010000163.1:0-18752,only_in_john,john,18752,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000164.1:0-11150,only_in_opengenome,john,,opengenome,11150,,missing from john
john_vs_opengenome,JBBPTL010000164.1:0-18712,only_in_john,john,18712,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000165.1:0-18706,shared_id_matching_sequence,john,18706,opengenome,18706,True,
john_vs_opengenome,JBBPTL010000166.1:0-18661,shared_id_matching_sequence,john,18661,opengenome,18661,True,
john_vs_opengenome,JBBPTL010000167.1:0-18573,only_in_john,john,18573,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000168.1:0-18568,shared_id_matching_sequence,john,18568,opengenome,18568,True,
john_vs_opengenome,JBBPTL010000169.1:0-18528,only_in_john,john,18528,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000170.1:0-18494,shared_id_matching_sequence,john,18494,opengenome,18494,True,
john_vs_opengenome,JBBPTL010000171.1:0-18462,shared_id_matching_sequence,john,18462,opengenome,18462,True,
john_vs_opengenome,JBBPTL010000172.1:0-18449,shared_id_matching_sequence,john,18449,opengenome,18449,True,
john_vs_opengenome,JBBPTL010000173.1:0-18423,shared_id_matching_sequence,john,18423,opengenome,18423,True,
john_vs_opengenome,JBBPTL010000174.1:0-18391,only_in_john,john,18391,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000175.1:0-18343,shared_id_matching_sequence,john,18343,opengenome,18343,True,
john_vs_opengenome,JBBPTL010000176.1:0-18303,only_in_john,john,18303,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000177.1:0-10987,only_in_opengenome,john,,opengenome,10987,,missing from john
john_vs_opengenome,JBBPTL010000177.1:0-18302,only_in_john,john,18302,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000178.1:0-10144,only_in_opengenome,john,,opengenome,10144,,missing from john
john_vs_opengenome,JBBPTL010000178.1:0-18298,only_in_john,john,18298,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000179.1:0-18295,only_in_john,john,18295,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000180.1:0-18167,only_in_john,john,18167,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000180.1:1732-18167,only_in_opengenome,john,,opengenome,16435,,missing from john
john_vs_opengenome,JBBPTL010000181.1:0-18136,shared_id_matching_sequence,john,18136,opengenome,18136,True,
john_vs_opengenome,JBBPTL010000182.1:0-18132,only_in_john,john,18132,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000183.1:0-15378,only_in_opengenome,john,,opengenome,15378,,missing from john
john_vs_opengenome,JBBPTL010000183.1:0-18127,only_in_john,john,18127,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000184.1:0-18072,only_in_john,john,18072,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000185.1:0-18039,shared_id_matching_sequence,john,18039,opengenome,18039,True,
john_vs_opengenome,JBBPTL010000186.1:0-18026,only_in_john,john,18026,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000187.1:0-18020,shared_id_matching_sequence,john,18020,opengenome,18020,True,
john_vs_opengenome,JBBPTL010000188.1:0-18009,shared_id_matching_sequence,john,18009,opengenome,18009,True,
john_vs_opengenome,JBBPTL010000189.1:0-17994,only_in_john,john,17994,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000190.1:0-17980,shared_id_matching_sequence,john,17980,opengenome,17980,True,
john_vs_opengenome,JBBPTL010000191.1:0-17937,only_in_john,john,17937,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000192.1:0-17905,only_in_john,john,17905,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000193.1:0-17850,only_in_john,john,17850,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000194.1:0-17821,only_in_john,john,17821,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000195.1:0-17819,shared_id_matching_sequence,john,17819,opengenome,17819,True,
john_vs_opengenome,JBBPTL010000196.1:0-17813,only_in_john,john,17813,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000197.1:0-17797,shared_id_matching_sequence,john,17797,opengenome,17797,True,
john_vs_opengenome,JBBPTL010000198.1:0-17796,shared_id_matching_sequence,john,17796,opengenome,17796,True,
john_vs_opengenome,JBBPTL010000199.1:0-17722,shared_id_matching_sequence,john,17722,opengenome,17722,True,
john_vs_opengenome,JBBPTL010000200.1:0-10521,only_in_opengenome,john,,opengenome,10521,,missing from john
john_vs_opengenome,JBBPTL010000200.1:0-17716,only_in_john,john,17716,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000201.1:0-17684,only_in_john,john,17684,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000202.1:0-17676,only_in_john,john,17676,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000203.1:0-17610,only_in_john,john,17610,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000204.1:0-17540,only_in_john,john,17540,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000205.1:0-17470,shared_id_matching_sequence,john,17470,opengenome,17470,True,
john_vs_opengenome,JBBPTL010000206.1:0-17433,shared_id_matching_sequence,john,17433,opengenome,17433,True,
john_vs_opengenome,JBBPTL010000207.1:0-17418,shared_id_matching_sequence,john,17418,opengenome,17418,True,
john_vs_opengenome,JBBPTL010000208.1:0-17384,only_in_john,john,17384,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000209.1:0-17356,only_in_john,john,17356,opengenome,,,missing from opengenome
john_vs_opengenome,JBBPTL010000209.1:5142-17356,only_in_opengenome,john,,opengenome,12214,,missing from john
john_vs_opengenome,JBBPTL010000210.1:0-17352,shared_id_matching_sequence,john,17352,opengenome,17352,True,
john_vs_opengenome,JBBPTL010000211.1:0-17334,shared_id_matching_sequence,john,17334,opengenome,17334,True,
john_vs_opengenome,JBBPTL010000212.1:0-17320,shared_id_matching_sequence,john,17320,opengenome,17320,True,
